Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,251_CP04618_S118,252_CP04618_S119,253_CP04618_S120,254_CP04618_S150,255_CP04618_merge,256_CP04618_S121,257_CP04618_merge,258_CP04618_merge,259_CP04618_S122,260_CP04618_S154,261_CP04618_S123,262_CP04618_S124,263_CP04618_S155,264_CP04618_S125,265_CP04618_S126,266_CP04618_S156,267_CP04618_merge,268_CP04618_S127,269_CP04618_S128,270_CP04618_merge,271_CP04618_merge,272_CP04618_S160,273_CP04618_S129,274_CP04618_S130,Taxonomy Id,Taxonomy Lineage
Butyricimonas virosa DSM 23226,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa,Butyricimonas virosa DSM 23226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.28,0,0,0,0,0,0,0,1121130,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Odoribacteraceae(1853231);g__Butyricimonas(574697);s__Butyricimonas virosa(544645);t__Butyricimonas virosa DSM 23226(1121130);
Campylobacter_u_t,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_u_s,Campylobacter_u_t,0,0,100.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,k__Bacteria(2);p__Proteobacteria(1224);c__Epsilonproteobacteria(29547);o__Campylobacterales(213849);f__Campylobacteraceae(72294);g__Campylobacter(194);s__Campylobacter_u_s(194);t__Campylobacter_u_t(194);
Campylobacter concisus UNSW1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,Campylobacter concisus UNSW1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.66,0,0,0,0,0,0,0,0,0,1242967,k__Bacteria(2);p__Proteobacteria(1224);c__Epsilonproteobacteria(29547);o__Campylobacterales(213849);f__Campylobacteraceae(72294);g__Campylobacter(194);s__Campylobacter concisus(199);t__Campylobacter concisus UNSW1(1242967);
Campylobacter sp. 10_1_50,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_u_s,Campylobacter sp. 10_1_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.39,0,0,0,0,0,0,0,0,0,665939,k__Bacteria(2);p__Proteobacteria(1224);c__Epsilonproteobacteria(29547);o__Campylobacterales(213849);f__Campylobacteraceae(72294);g__Campylobacter(194);s__Campylobacter_u_s(194);t__Campylobacter sp. 10_1_50(665939);
Alistipes ihumii AP11,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,Alistipes ihumii AP11,0,0,0,0,0,0,0,489.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211813,k__Bacteria(2);p__Bacteroidetes(976);c__Bacteroidia(200643);o__Bacteroidales(171549);f__Rikenellaceae(171550);g__Alistipes(239759);s__Alistipes ihumii(1470347);t__Alistipes ihumii AP11(1211813);
Capnocytophaga gingivalis ATCC 33624,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,Capnocytophaga gingivalis ATCC 33624,0,0,106.88,0,0,98.09,0,0,285.28,0,0,0,0,0,0,0,0,0,976.66,0,0,0,0,0,553178,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga gingivalis(1017);t__Capnocytophaga gingivalis ATCC 33624(553178);
Capnocytophaga granulosa ATCC 51502,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa,Capnocytophaga granulosa ATCC 51502,0,0,235.93,0,0,144.51,0,0,305.87,0,0,0,0,0,0,0,0,0,397.91,0,0,0,0,0,641143,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga granulosa(45242);t__Capnocytophaga granulosa ATCC 51502(641143);
Capnocytophaga ochracea,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga ochracea,Capnocytophaga ochracea,0,0,78.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga ochracea(1018);t__Capnocytophaga ochracea(1018);
Capnocytophaga_u_t,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_u_s,Capnocytophaga_u_t,0,0,0,0,0,0,0,0,240.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga_u_s(1016);t__Capnocytophaga_u_t(1016);
Capnocytophaga sp. FDAARGOS_737,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_u_s,Capnocytophaga sp. FDAARGOS_737,0,0,2063.05,0,0,846.7,0,0,307.48,0,0,0,0,0,0,0,0,0,1928.49,0,0,0,0,0,2545799,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga_u_s(1016);t__Capnocytophaga sp. FDAARGOS_737(2545799);
Capnocytophaga sputigena ATCC 33612,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena,Capnocytophaga sputigena ATCC 33612,0,0,411.78,0,0,250.79,0,0,0,0,0,0,0,0,80.6,0,0,0,145.22,0,0,0,0,0,553177,k__Bacteria(2);p__Bacteroidetes(976);c__Flavobacteriia(117743);o__Flavobacteriales(200644);f__Flavobacteriaceae(49546);g__Capnocytophaga(1016);s__Capnocytophaga sputigena(1019);t__Capnocytophaga sputigena ATCC 33612(553177);
Cardiobacterium hominis ATCC 15826,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,Cardiobacterium hominis ATCC 15826,0,0,0,0,0,0,0,0,247.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638300,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Cardiobacteriales(135615);f__Cardiobacteriaceae(868);g__Cardiobacterium(2717);s__Cardiobacterium hominis(2718);t__Cardiobacterium hominis ATCC 15826(638300);
Centipeda periodontii DSM 2778,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda periodontii,Centipeda periodontii DSM 2778,0,0,0,0,0,0,0,0,144.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888060,k__Bacteria(2);p__Firmicutes(1239);c__Negativicutes(909932);o__Selenomonadales(909929);f__Selenomonadaceae(1843491);g__Centipeda(82202);s__Centipeda periodontii(82203);t__Centipeda periodontii DSM 2778(888060);
Citrobacter freundii GTC 09479,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii,Citrobacter freundii GTC 09479,0,0,0,23332.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288347,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Citrobacter(544);s__Citrobacter freundii(546);t__Citrobacter freundii GTC 09479(1288347);
Citrobacter sp. ABFQG,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii complex,Citrobacter sp. ABFQG,0,0,0,26301.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529121,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Citrobacter(544);s__Citrobacter freundii complex(1344959);t__Citrobacter sp. ABFQG(2529121);
Clostridia bacterium UC5.1-2G4,Bacteria,Firmicutes,Clostridia,Clostridia_u_o,Clostridia_u_f,Clostridia_u_g,Clostridia_u_s,Clostridia bacterium UC5.1-2G4,0,84.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697791,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridia_u_o(186801);f__Clostridia_u_f(186801);g__Clostridia_u_g(186801);s__Clostridia_u_s(186801);t__Clostridia bacterium UC5.1-2G4(1697791);
Lachnospiraceae_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae_u_t,0,0,0,0,0,0,0,0,0,1155.65,0,0,0,0,0,0,110.23,118.95,0,0,126.45,80.09,171.52,897.25,186803,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae_u_t(186803);
Clostridiales bacterium KLE1615,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium KLE1615,0,0,0,1168.04,446.05,0,0,344.63,0,315.07,2059.53,0,0,155.95,0,492.7,4672.89,219.94,0,0,0,249.36,0,0,1715004,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium KLE1615(1715004);
Clostridiales bacterium VE202-01,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium VE202-01,0,0,0,0,0,0,0,0,0,0,0,0,0,119.72,0,0,0,0,0,0,0,0,0,0,1232438,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium VE202-01(1232438);
Clostridiales bacterium VE202-21,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium VE202-21,0,0,0,0,207.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232453,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium VE202-21(1232453);
Clostridiales bacterium VE202-26,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Clostridiales_u_g,Clostridiales_u_s,Clostridiales bacterium VE202-26,0,304.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232454,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Clostridiales_u_g(186802);s__Clostridiales_u_s(186802);t__Clostridiales bacterium VE202-26(1232454);
[Clostridium] leptum DSM 753,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_u_g,Ruminococcaceae_u_s,[Clostridium] leptum DSM 753,0,0,0,0,125.22,0,0,192.54,0,290.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428125,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Ruminococcaceae(541000);g__Ruminococcaceae_u_g(541000);s__Ruminococcaceae_u_s(541000);t__[Clostridium] leptum DSM 753(428125);
Clostridium phoceensis,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium phoceensis,Clostridium phoceensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.67,0,0,0,0,0,0,0,1650661,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium phoceensis(1650661);t__Clostridium phoceensis(1650661);
[Clostridium] saccharogumia DSM 17460,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium] saccharogumia,[Clostridium] saccharogumia DSM 17460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.07,460.3,1121333,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Erysipelotrichaceae(128827);g__Erysipelatoclostridium(1505663);s__[Clostridium] saccharogumia(341225);t__[Clostridium] saccharogumia DSM 17460(1121333);
Clostridium sp. AF15-31,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AF15-31,0,0,0,0,0,0,0,0,0,7255.31,4986.55,0,0,0,0,0,0,0,0,0,0,0,0,0,2292995,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AF15-31(2292995);
Clostridium sp. AF15-41,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AF15-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.26,0,0,0,0,0,0,0,0,2292996,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AF15-41(2292996);
Clostridium sp. AF23-6LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AF23-6LB,0,0,0,0,0,0,0,2784.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293005,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AF23-6LB(2293005);
Clostridium sp. AF37-5,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AF37-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.77,0,0,2293016,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AF37-5(2293016);
Clostridium sp. AM34-9AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. AM34-9AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5434.5,0,0,0,0,0,0,0,2293030,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. AM34-9AC(2293030);
Clostridium saudiense,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saudiense,Clostridium saudiense,0,0,0,1701.66,2549.34,0,0,453.07,0,0,339.23,0,0,0,0,0,0,0,0,0,0,0,331.76,1586.43,1414720,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium saudiense(1414720);t__Clostridium saudiense(1414720);
Clostridium sp. L2-50,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. L2-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653.93,0,0,0,0,0,0,411489,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. L2-50(411489);
Clostridium sp. SS2/1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. SS2/1,0,7004.29,0,0,0,0,0,0,0,0,0,0,1390.07,7713.33,0,0,0,0,0,0,0,0,779.58,6839.74,411484,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. SS2/1(411484);
Clostridium sp. TF08-15,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium_u_s,Clostridium sp. TF08-15,0,0,0,0,2653.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293052,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium_u_s(1485);t__Clostridium sp. TF08-15(2293052);
Collinsella aerofaciens ATCC 25986,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens ATCC 25986,0,0,0,629.11,471.49,0,0,691.76,0,5670.68,259.08,0,90.41,0,0,216.41,577.47,313.62,0,0,105.77,612.64,370.2,766.23,411903,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella aerofaciens(74426);t__Collinsella aerofaciens ATCC 25986(411903);
Collinsella sp. 4_8_47FAA,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. 4_8_47FAA,0,0,0,0,0,0,0,0,0,0,268.96,0,0,0,0,0,0,0,0,0,0,0,0,0,742722,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. 4_8_47FAA(742722);
Collinsella sp. AF15-51,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. AF15-51,0,0,0,0,0,0,0,0,0,0,0,0,185.85,114.84,0,0,0,0,0,0,0,0,0,0,2292214,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. AF15-51(2292214);
Collinsella sp. AM34-10,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. AM34-10,0,0,0,0,0,0,0,2383.69,0,4544.1,0,0,0,0,0,836.21,1035.78,724.5,0,0,0,0,0,0,2292316,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. AM34-10(2292316);
Collinsella sp. AM36-4AA,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. AM36-4AA,0,0,0,0,595.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292317,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. AM36-4AA(2292317);
Collinsella sp. AM38-1BH,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. AM38-1BH,0,0,0,777.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292318,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. AM38-1BH(2292318);
Collinsella bouchesdurhonensis,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella bouchesdurhonensis,Collinsella bouchesdurhonensis,0,0,0,0,0,0,0,2065.86,0,3429.23,318.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1907654,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella bouchesdurhonensis(1907654);t__Collinsella bouchesdurhonensis(1907654);
Collinsella sp. TF05-9AC,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella_u_s,Collinsella sp. TF05-9AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.7,1406.38,814.64,1939.46,2292330,k__Bacteria(2);p__Actinobacteria(201174);c__Coriobacteriia(84998);o__Coriobacteriales(84999);f__Coriobacteriaceae(84107);g__Collinsella(102106);s__Collinsella_u_s(102106);t__Collinsella sp. TF05-9AC(2292330);
Coprobacillus sp. AF02-13,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AF02-13,0,2580.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903.1,1295.7,2293056,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AF02-13(2293056);
Coprobacillus sp. AF37-2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AF37-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739.76,0,0,0,0,0,0,2293072,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AF37-2(2293072);
Coprobacillus sp. AM23-2,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AM23-2,0,0,0,0,0,0,0,0,0,1243.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293075,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AM23-2(2293075);
Coprobacillus sp. AM23-9LB,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AM23-9LB,0,0,0,0,0,0,0,0,0,0,0,0,0,3050.83,0,0,0,0,0,0,0,0,0,0,2293076,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AM23-9LB(2293076);
Coprobacillus sp. AM28-15LB,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AM28-15LB,0,0,0,0,0,0,0,0,0,0,274.79,0,0,0,0,0,0,0,0,0,0,0,0,0,2293078,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AM28-15LB(2293078);
Coprobacillus sp. AM32-11LB,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus_u_s,Coprobacillus sp. AM32-11LB,0,0,0,0,0,0,0,0,0,0,0,0,1885.46,0,0,0,0,0,0,0,0,0,0,0,2293080,k__Bacteria(2);p__Firmicutes(1239);c__Erysipelotrichia(526524);o__Erysipelotrichales(526525);f__Coprobacillaceae(2810280);g__Coprobacillus(100883);s__Coprobacillus_u_s(100883);t__Coprobacillus sp. AM32-11LB(2293080);
Coprococcus catus GD/7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus catus GD/7,0,1242.85,0,0,5684.49,0,0,2197.55,0,1571.81,2678.8,0,1754.84,2254.32,0,0,1328.93,340.51,0,0,338.67,1073.49,1712.79,4441.95,717962,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus catus(116085);t__Coprococcus catus GD/7(717962);
Coprococcus comes ATCC 27758,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus comes ATCC 27758,0,7132.31,0,749.83,7295.32,0,0,4202.03,0,2251.29,2840.46,0,1729.38,1736.07,0,323.08,3733.85,2678.89,0,0,0,413.1,109.57,1830.92,470146,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus comes(410072);t__Coprococcus comes ATCC 27758(470146);
Coprococcus eutactus ATCC 27759,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus ATCC 27759,0,0,0,0,0,0,0,0,0,0,725.2,0,0,0,0,0,0,0,0,0,0,0,0,0,411474,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus eutactus(33043);t__Coprococcus eutactus ATCC 27759(411474);
Coprococcus sp. TF11-13,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus_u_s,Coprococcus sp. TF11-13,0,0,0,0,0,0,0,0,0,108.93,10585.77,0,0,0,0,0,0,0,0,0,0,0,0,0,2293096,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Coprococcus(33042);s__Coprococcus_u_s(33042);t__Coprococcus sp. TF11-13(2293096);
